timestamp	person_id	nose	neck	rshoulder	relbow	rwrist	lshoulder	lelbow	lwrist	midhip	rhip	rknee	rankle	lhip	lknee	lankle	reye	leye	rear	lear	lbigtoe	lsmalltoe	lheel	rbigtoe	rsmalltoe	rheel	background
1712928209.275229	0	348.429,53.4311,20,0.883486	348.34,72.4881,19,0.992396	340.777,72.4367,19,0.924535	322.026,95.0076,22,0.830682	318.252,110.107,22,0.817408	363.49,72.5294,19,0.881521	371.085,95.0224,20,0.866569	371.076,110.078,21,0.891711	344.719,113.968,19,0.884191	340.702,113.893,20,0.844854	344.313,155.434,23,0.797161	340.859,170.62,24,0.77817	352.058,113.99,19,0.85963	348.294,151.745,23,0.875315	344.636,170.719,23,0.821043	348.267,49.686,20,0.92128	352.097,49.6727,19,0.864075	344.613,53.3743,21,0.787446	355.973,53.4226,19,0.635123	344.527,181.98,23,0.572774	344.69,181.939,23,0.556896	344.535,178.156,23,0.628888	344.411,182.039,23,0.644224	340.742,181.951,23,0.630863	340.729,174.473,23,0.581313
1712928209.313683	0	348.431,53.4577,20,0.872953	348.339,72.4934,19,0.983573	340.818,72.4376,19,0.923298	322.042,94.9415,22,0.803867	318.244,110.079,22,0.796661	363.465,75.9361,19,0.874693	371.07,95.0581,20,0.853044	371.06,110.124,21,0.874656	344.701,114.016,21,0.878619	340.68,113.925,21,0.833951	340.841,155.43,23,0.789736	340.787,170.663,24,0.751234	348.57,117.662,21,0.857817	348.259,151.777,22,0.868946	344.602,170.762,23,0.797915	348.272,49.7064,20,0.908339	352.086,49.6875,19,0.855264	344.634,53.4136,21,0.759942	355.954,53.425,19,0.621589	344.521,182.056,23,0.558064	344.68,182.024,23,0.543469	344.505,178.188,23,0.618314	344.373,185.699,22,0.615679	340.686,181.984,23,0.599813	337.074,174.531,24,0.554591
1712928209.313683	1	0,0,0,0	480,253.808,15,0.249004	480,253.863,15,0.218357	480,272.778,15,0.16841	480,284.039,14,0.132081	480,253.761,15,0.241756	480,265.255,15,0.181901	480,283.92,15,0.121505	480,284.028,14,0.337324	480,284.061,14,0.329766	480,306.744,13,0.296902	480,321.872,12,0.280168	480,284.013,14,0.333122	480,306.735,13,0.294417	480,321.897,12,0.298632	0,0,0,0	0,0,0,0	480,250.061,15,0.0603518	480,242.403,16,0.0599421	480,329.482,12,0.183097	480,329.443,12,0.166774	480,329.443,12,0.248387	480,325.625,12,0.228234	480,325.692,12,0.213811	480,333.23,12,0.213974
1712928209.345711	0	348.414,53.4923,20,0.870186	348.334,72.5034,19,0.984016	340.816,72.4464,19,0.919419	325.632,94.9792,22,0.809239	318.232,110.186,22,0.803737	363.465,75.9464,20,0.875548	371.056,95.0682,21,0.853066	371.052,110.092,21,0.87065	344.705,113.953,21,0.883132	340.701,113.868,21,0.840284	344.303,151.745,23,0.777778	344.312,170.582,23,0.749635	348.568,113.992,21,0.861262	348.264,151.715,23,0.876726	344.661,170.686,23,0.822257	348.256,49.7439,20,0.900607	348.609,49.7232,20,0.850803	344.63,53.4506,21,0.748385	355.927,53.4543,19,0.621881	344.56,182.007,23,0.584337	344.722,181.925,23,0.571339	344.564,178.152,23,0.631393	344.424,181.951,23,0.620227	340.772,178.265,23,0.60726	340.759,174.414,23,0.54963
1712928209.392916	0	348.422,53.4483,19,0.882816	348.349,72.4696,19,0.985773	340.766,72.4113,19,0.919359	322.002,91.3088,22,0.820575	318.242,106.536,22,0.829591	363.526,72.5223,20,0.879328	371.087,95.0471,20,0.868621	371.051,110.077,21,0.888047	344.705,113.89,21,0.891096	340.653,110.258,21,0.852108	340.8,151.708,23,0.787608	340.792,167.09,24,0.784719	348.597,113.926,21,0.868467	348.282,151.656,22,0.878114	344.623,170.681,23,0.830058	348.262,49.6949,19,0.918214	352.092,49.6798,19,0.864943	344.608,53.3856,20,0.767878	355.976,53.4188,19,0.641818	344.528,181.974,23,0.585949	344.698,178.267,23,0.573029	344.53,174.504,23,0.643787	340.855,181.985,23,0.638644	340.685,178.268,23,0.625531	340.678,174.411,23,0.587784
1712928209.392916	1	0,0,0,0	480,253.71,15,0.186902	480,253.809,15,0.161342	480,268.948,15,0.115968	480,280.363,15,0.0906342	480,253.73,15,0.174166	480,265.148,15,0.132393	480,280.24,15,0.0883008	480,283.888,14,0.236834	480,283.918,14,0.234339	480,299.215,13,0.206787	480,318.173,13,0.20464	480,283.865,14,0.231904	480,299.143,13,0.208249	480,318.2,13,0.225962	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	480,322.039,12,0.137647	480,322.003,12,0.126224	480,325.627,12,0.181645	480,321.942,12,0.157719	480,322.04,12,0.148466	480,325.759,12,0.154613
1712928209.440132	0	348.415,53.447,19,0.883891	348.355,72.4739,19,0.98947	340.791,72.4144,19,0.926214	322.049,94.9499,22,0.821584	318.256,110.147,22,0.808903	363.521,72.5227,20,0.88069	371.107,95.0315,21,0.865217	371.052,106.531,21,0.895289	344.712,110.299,21,0.896725	340.669,110.214,21,0.861016	340.782,147.963,22,0.779934	340.825,166.997,24,0.797779	348.6,113.885,21,0.872176	348.295,147.964,22,0.883435	344.643,170.609,23,0.847167	348.256,49.6995,19,0.917826	352.072,49.6805,19,0.865064	344.614,53.3905,20,0.768169	355.956,53.414,19,0.643087	344.515,178.273,23,0.583899	344.704,178.176,23,0.5806	344.551,174.434,23,0.651505	340.835,178.253,23,0.635742	340.689,178.172,23,0.62567	340.701,170.766,24,0.593792
1712928209.48737	0	348.437,53.4775,20,0.868745	348.41,72.4523,19,0.975071	344.343,72.4149,19,0.931676	329.446,94.9409,21,0.801669	321.974,106.491,22,0.797403	363.544,72.5055,19,0.868266	371.073,94.9503,20,0.831908	370.993,106.436,21,0.847876	348.188,110.308,20,0.895981	340.798,110.237,21,0.869601	340.878,148.008,23,0.782394	340.849,170.589,24,0.749969	352.122,113.885,21,0.857369	348.324,148.015,22,0.877338	344.684,170.711,23,0.818511	348.282,49.7317,20,0.899351	348.616,49.7039,20,0.853216	344.657,53.4175,21,0.722308	355.969,53.4249,19,0.632562	344.62,182.009,23,0.579946	348.247,181.92,23,0.563513	344.585,178.192,23,0.631207	344.42,181.974,23,0.629176	340.76,178.245,23,0.611483	340.701,174.441,23,0.558397
1712928209.48737	1	0,0,0,0	480,253.792,15,0.169732	480,253.857,15,0.147253	480,269.015,15,0.107966	480,283.881,14,0.085033	480,253.784,15,0.15572	480,265.195,15,0.114367	480,280.287,15,0.0782442	480,283.924,14,0.212466	480,283.939,14,0.212216	480,299.213,13,0.193296	480,318.118,13,0.196899	480,283.908,14,0.208312	480,299.171,13,0.191665	480,318.185,13,0.216543	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	480,322.011,12,0.12933	480,321.973,12,0.119853	480,325.616,12,0.177738	480,321.838,12,0.154835	480,321.934,12,0.144521	480,325.737,12,0.149569
1712928209.534017	0	348.427,53.5222,19,0.851756	348.4,72.4654,19,0.969127	344.368,72.4235,19,0.926551	329.521,91.289,22,0.77811	322.015,106.501,22,0.758397	363.5,72.5341,20,0.864046	371.072,95.0091,21,0.837937	370.967,106.552,21,0.834441	348.198,110.288,21,0.890397	340.824,110.22,21,0.86512	340.872,147.897,23,0.771867	340.828,166.972,24,0.755301	352.138,110.307,20,0.852155	348.306,147.922,22,0.874673	344.679,170.587,23,0.815752	348.27,49.7701,19,0.878169	348.595,49.7359,19,0.837186	344.675,53.465,20,0.693006	355.936,53.4667,19,0.623336	344.593,178.236,23,0.56881	348.26,174.522,23,0.558118	344.591,174.425,23,0.632201	340.819,174.514,24,0.606541	340.715,174.443,24,0.597082	340.692,170.727,23,0.560772
