timestamp	person_id	nose	neck	rshoulder	relbow	rwrist	lshoulder	lelbow	lwrist	midhip	rhip	rknee	rankle	lhip	lknee	lankle	reye	leye	rear	lear	lbigtoe	lsmalltoe	lheel	rbigtoe	rsmalltoe	rheel	background
1712926484.425571	0	348.234,98.7277,19,0.312614	348.148,102.707,19,0.664273	344.792,102.672,20,0.641142	344.607,110.296,20,0.55612	344.7,129.02,20,0.446876	348.334,102.768,19,0.610073	348.487,114,20,0.437632	348.435,125.271,20,0.369581	348.06,132.758,20,0.741181	344.75,132.751,20,0.74803	344.705,151.811,22,0.636586	344.654,166.962,22,0.522661	348.189,132.714,20,0.678779	348.077,155.458,22,0.613806	348.102,166.931,22,0.495663	348.232,91.2874,19,0.267643	348.262,95.0668,19,0.250588	348.103,98.6412,19,0.286974	348.215,102.453,19,0.198154	348.244,181.966,22,0.447009	348.398,178.236,22,0.379994	348.24,174.513,22,0.366013	344.588,174.398,22,0.533887	344.437,174.519,22,0.480441	344.608,170.787,22,0.387153
1712926484.46939	0	348.26,98.7959,19,0.281258	348.187,102.726,19,0.627077	344.84,102.685,20,0.609579	344.661,110.317,20,0.528755	344.755,129.045,20,0.415782	348.363,102.786,19,0.574227	348.506,117.643,20,0.421409	348.434,125.332,20,0.353859	348.07,132.777,20,0.714596	344.769,132.766,20,0.721998	344.722,151.773,21,0.605392	344.649,166.895,23,0.504263	348.204,132.74,20,0.655514	348.064,155.446,22,0.590779	344.855,166.877,23,0.482481	348.245,94.9697,19,0.23156	348.266,98.6973,19,0.22602	348.139,98.6963,19,0.249313	348.237,102.494,19,0.18859	0,0,0,0	0,0,0,0	348.245,174.428,22,0.357586	344.589,170.823,23,0.525807	344.44,174.451,23,0.469289	344.62,170.716,23,0.37348
1712926484.51619	0	348.259,98.7481,19,0.308494	348.183,102.707,19,0.688682	344.839,102.666,19,0.666281	344.659,110.299,20,0.575773	344.742,128.993,20,0.454481	348.357,102.783,19,0.628733	348.5,114.002,20,0.455428	348.43,125.244,20,0.383505	348.067,132.745,20,0.774375	344.773,132.728,20,0.783868	344.715,151.823,21,0.668242	344.644,166.952,22,0.547334	348.188,132.709,20,0.71229	344.859,155.479,21,0.646118	344.833,166.937,22,0.518871	348.253,94.9122,19,0.253249	348.273,98.6498,19,0.245513	348.135,98.6666,19,0.286057	348.229,102.442,19,0.209243	0,0,0,0	0,0,0,0	348.207,178.147,23,0.383905	344.585,174.41,23,0.551087	344.437,174.533,23,0.49799	344.588,170.791,22,0.408334
1712926484.563185	0	348.238,98.7862,19,0.275214	348.166,102.72,19,0.587376	344.768,102.657,19,0.552101	344.569,110.264,19,0.495835	344.695,129.014,20,0.403631	348.387,102.767,19,0.524996	348.548,114.022,19,0.384537	348.472,125.256,20,0.32346	344.873,132.767,20,0.6732	344.724,132.756,20,0.679005	344.7,151.807,21,0.564677	344.626,166.921,23,0.441422	348.201,132.724,20,0.613306	348.073,155.489,22,0.547377	344.847,166.914,23,0.425374	348.222,94.9547,19,0.235698	348.262,98.6697,19,0.223475	348.102,98.6516,19,0.238976	348.244,102.531,19,0.162439	0,0,0,0	0,0,0,0	348.234,174.518,22,0.301326	344.568,170.817,23,0.465495	344.422,174.475,23,0.409826	344.608,170.748,23,0.318481
1712926484.609989	0	348.247,95.0243,19,0.344708	348.167,102.628,19,0.713971	344.758,102.594,19,0.687726	344.549,110.24,20,0.6107	344.65,128.983,20,0.49436	348.409,102.675,19,0.648079	348.579,113.967,20,0.459331	348.51,125.187,20,0.380995	348.07,132.773,20,0.804571	344.722,132.756,20,0.807599	344.682,155.498,22,0.699388	344.633,167.046,22,0.564159	348.221,132.72,20,0.735296	348.102,155.532,22,0.669858	348.094,167.015,22,0.54541	348.249,87.4169,19,0.309612	348.321,91.2637,19,0.277219	348.092,91.2598,19,0.327884	348.273,98.8104,19,0.202401	348.227,185.676,22,0.47878	348.383,181.934,22,0.410542	348.209,181.896,22,0.413044	344.578,174.479,23,0.560026	344.432,178.212,23,0.508584	344.562,174.455,23,0.421071
1712926484.65691	0	348.189,98.6811,19,0.340147	348.11,102.707,19,0.666649	344.708,102.657,20,0.630271	344.515,110.281,20,0.570362	344.647,129.016,20,0.46656	348.348,102.768,19,0.604868	348.514,113.994,20,0.449981	348.444,125.261,20,0.394745	344.849,132.741,20,0.744779	344.673,132.728,20,0.743592	344.659,151.768,22,0.621992	344.609,166.909,22,0.51461	348.174,132.693,20,0.683175	344.871,155.447,22,0.614323	344.85,166.893,22,0.49723	348.176,91.1985,19,0.298979	348.231,95.0055,19,0.281948	344.868,95.0409,19,0.286182	348.194,102.423,19,0.201018	0,0,0,0	0,0,0,0	348.203,174.515,22,0.357235	344.565,174.38,23,0.540615	344.392,174.488,23,0.484216	344.547,170.729,22,0.382519
1712926484.702948	0	348.249,98.8462,19,0.290425	348.154,102.765,19,0.667734	344.83,102.718,20,0.650404	344.662,113.884,20,0.560817	344.763,129.007,20,0.449535	348.314,106.19,20,0.605722	348.466,117.69,20,0.431598	348.394,125.249,20,0.35823	348.053,132.792,20,0.756214	344.778,132.781,20,0.765077	344.727,155.453,21,0.647971	344.665,166.928,22,0.509146	348.171,132.754,20,0.692418	344.867,155.508,21,0.620767	344.844,166.925,22,0.484325	348.243,94.9975,19,0.241019	348.245,98.762,19,0.229581	348.118,98.679,19,0.280205	348.205,102.585,19,0.190508	0,0,0,0	0,0,0,0	348.231,178.153,22,0.358141	344.636,170.848,22,0.525787	344.483,174.496,23,0.471383	344.613,170.768,22,0.380765
1712926484.749108	0	348.162,98.8434,19,0.325563	348.07,106.164,19,0.658715	344.733,102.762,19,0.625288	344.562,113.932,19,0.556003	344.68,129.059,20,0.464745	348.266,106.23,19,0.597528	348.424,117.724,19,0.436163	348.347,125.291,20,0.375855	344.837,132.773,20,0.734598	344.697,132.762,20,0.734347	344.683,151.777,21,0.606398	344.636,166.846,22,0.492728	348.124,132.735,20,0.67535	344.853,155.45,21,0.597673	344.853,166.833,22,0.475406	348.142,94.9922,19,0.280636	348.168,98.7459,19,0.26379	344.879,98.7554,19,0.295115	348.147,102.609,19,0.195787	0,0,0,0	0,0,0,0	348.217,174.445,22,0.342852	344.603,170.814,22,0.529546	344.426,174.467,22,0.468224	344.583,170.666,22,0.372088
1712926484.794699	0	348.18,98.8478,19,0.245587	348.112,102.755,19,0.550139	344.78,102.714,19,0.526965	344.638,113.908,20,0.452301	344.723,129.063,20,0.367655	348.274,106.173,19,0.502224	348.421,117.728,19,0.366682	348.319,125.305,20,0.295968	344.855,132.822,20,0.64286	344.752,132.81,20,0.645584	344.718,155.456,22,0.546614	344.643,166.925,22,0.427015	348.137,132.786,20,0.590125	344.839,155.54,22,0.524164	344.815,166.906,22,0.402557	348.159,94.9728,19,0.202497	348.204,98.7292,19,0.194438	348.084,98.6715,19,0.219923	348.196,102.557,19,0.157161	0,0,0,0	0,0,0,0	348.21,174.494,23,0.288042	344.59,170.825,22,0.444301	344.457,174.489,22,0.391296	344.638,170.773,22,0.311323
1712926484.840946	0	348.156,102.447,19,0.140959	348.094,106.161,19,0.354724	344.787,102.758,20,0.324619	344.709,113.964,20,0.301364	344.785,129.059,20,0.241538	348.239,106.214,19,0.31583	348.37,117.755,20,0.248409	348.244,125.31,20,0.194258	344.845,132.843,20,0.438048	344.749,132.83,20,0.436973	344.749,151.708,21,0.355755	344.673,166.728,22,0.286013	348.087,132.815,20,0.402346	344.824,151.801,21,0.333806	344.823,166.721,22,0.25272	348.067,98.6755,19,0.11674	348.221,102.337,19,0.108252	348.078,102.37,19,0.12078	348.244,102.618,19,0.0933505	0,0,0,0	0,0,0,0	0,0,0,0	344.573,170.579,22,0.316516	344.464,170.716,22,0.268071	344.68,170.643,22,0.206078
