timestamp	person_id	nose	neck	rshoulder	relbow	rwrist	lshoulder	lelbow	lwrist	midhip	rhip	rknee	rankle	lhip	lknee	lankle	reye	leye	rear	lear	lbigtoe	lsmalltoe	lheel	rbigtoe	rsmalltoe	rheel	background
1712926507.093337	0	348.206,91.2981,19,0.338698	348.151,102.59,19,0.675966	344.751,102.571,20,0.65977	344.523,110.223,20,0.582863	344.652,128.932,20,0.511246	348.332,102.618,19,0.626269	348.436,113.972,19,0.467315	348.357,125.298,20,0.409204	344.819,132.781,20,0.779149	344.705,132.778,20,0.785706	344.691,155.48,21,0.713052	344.639,167.065,22,0.566425	348.13,132.737,20,0.721091	344.81,155.489,21,0.659481	344.773,166.996,22,0.545954	348.222,83.6823,19,0.313374	348.297,87.4756,19,0.273193	348.081,87.52,19,0.330971	348.234,98.7116,19,0.208651	344.703,181.972,22,0.466354	348.322,181.922,22,0.405528	344.685,178.226,22,0.402475	344.634,174.459,22,0.546374	344.515,178.244,22,0.513119	344.552,174.46,22,0.421921
1712926507.137416	0	348.197,95.0096,20,0.314463	348.16,102.609,19,0.654414	344.795,102.598,20,0.640053	344.592,110.24,20,0.550847	344.711,128.947,20,0.489259	348.307,102.617,19,0.607828	348.394,113.959,20,0.453974	348.328,125.288,20,0.391777	344.84,132.789,20,0.765947	344.751,132.785,20,0.773602	344.711,155.433,22,0.699986	344.636,167.034,22,0.563009	348.121,132.746,20,0.704256	344.801,155.464,22,0.6525	344.748,166.991,22,0.538846	348.21,87.4056,19,0.27482	348.263,91.1987,19,0.250575	348.096,91.2362,19,0.311856	348.207,98.753,19,0.213258	344.658,181.971,22,0.453843	348.265,181.91,22,0.395003	344.664,178.217,22,0.405424	344.585,174.43,22,0.5295	344.482,178.192,22,0.494597	344.549,174.456,22,0.421841
1712926507.184347	0	348.159,98.7888,19,0.12622	348.137,102.567,19,0.469561	348.279,102.578,19,0.443115	348.255,110.227,19,0.363339	348.102,128.999,20,0.271579	344.796,102.556,19,0.445926	344.689,113.875,20,0.31988	344.699,125.333,20,0.226307	344.845,132.754,20,0.577783	348.101,132.772,20,0.572594	344.796,151.768,21,0.515611	344.694,167.016,22,0.380585	344.768,132.701,20,0.524425	344.692,151.78,21,0.470405	344.655,167.001,22,0.351208	348.168,91.2547,19,0.0972633	348.205,98.7366,19,0.0920809	348.216,91.2425,19,0.170625	348.109,98.7903,19,0.13757	344.616,182,22,0.288332	344.699,181.92,22,0.251749	344.582,174.513,22,0.270232	344.63,170.745,22,0.365047	344.584,174.409,22,0.333146	344.658,174.447,22,0.275881
1712926507.277493	0	348.203,102.385,20,0.0872645	348.079,106.143,19,0.26621	344.855,102.745,20,0.242943	344.781,114.025,20,0.220329	344.805,129.004,20,0.167978	348.156,106.171,19,0.24133	348.227,117.762,20,0.173152	348.156,125.332,20,0.13699	344.835,132.859,20,0.332538	344.794,132.854,20,0.335151	344.756,151.678,21,0.265865	344.683,166.74,22,0.214334	344.854,132.859,20,0.308261	344.771,151.736,21,0.258277	344.753,166.794,22,0.180884	348.148,98.6777,19,0.0744074	348.293,98.8431,19,0.0639535	348.135,102.423,20,0.0890458	348.27,102.526,20,0.0655181	0,0,0,0	0,0,0,0	344.574,170.619,22,0.121773	344.566,167.078,22,0.225333	344.543,170.655,22,0.188768	344.644,170.705,22,0.14857
1712926507.323836	0	348.142,102.323,19,0.1694	348.118,102.701,19,0.489717	348.128,102.682,19,0.46411	344.852,113.91,20,0.383627	344.813,129.012,20,0.304528	348.111,102.721,19,0.452472	348.181,117.636,20,0.328134	348.109,125.337,20,0.251849	344.843,132.825,20,0.58993	344.837,132.832,20,0.588511	344.759,151.796,21,0.514061	344.668,166.954,22,0.382449	344.832,132.789,20,0.539911	344.738,155.433,22,0.475409	344.718,166.934,22,0.357772	348.111,94.9406,19,0.132506	348.195,98.7339,19,0.127565	348.131,98.6491,19,0.183093	348.143,102.351,19,0.148169	0,0,0,0	0,0,0,0	344.637,174.476,23,0.265824	344.606,170.738,23,0.387557	344.512,174.417,23,0.345499	344.653,170.814,23,0.277732
1712926507.371753	0	348.267,98.7642,19,0.0970913	348.155,102.65,19,0.288531	348.101,102.614,19,0.256293	344.741,110.292,20,0.225208	344.799,125.34,20,0.17684	348.215,102.66,19,0.26124	348.336,113.983,19,0.18288	348.207,125.223,20,0.145573	344.832,132.792,20,0.342693	344.782,132.792,20,0.343449	344.756,151.695,21,0.291539	344.687,166.834,22,0.238111	348.079,132.782,20,0.316796	344.779,151.676,21,0.272229	344.753,166.879,22,0.209556	348.238,94.8959,19,0.085187	348.328,95.0217,19,0.0726246	348.181,98.7383,19,0.0975426	348.303,102.358,19,0.0708346	0,0,0,0	0,0,0,0	344.621,170.751,22,0.140996	344.557,170.62,22,0.226449	344.589,170.751,22,0.200921	344.672,170.785,22,0.15843
1712926507.418561	0	348.173,102.416,19,0.14763	348.139,102.74,19,0.480598	348.206,102.732,19,0.453177	348.144,113.915,20,0.37784	344.854,129.032,20,0.298886	348.074,102.757,19,0.443338	344.841,117.681,20,0.317195	344.792,128.941,20,0.242796	344.833,132.802,20,0.585512	344.863,132.81,20,0.581685	344.766,151.756,21,0.515062	344.665,166.898,22,0.392928	344.79,132.766,20,0.535133	344.722,151.803,21,0.478253	344.685,166.863,22,0.361595	348.121,98.6718,19,0.113729	348.215,102.384,19,0.107808	348.167,98.7753,19,0.176541	348.152,102.518,19,0.140327	0,0,0,0	0,0,0,0	344.591,174.378,22,0.265104	344.617,170.742,22,0.401293	344.52,174.407,22,0.359036	344.635,170.771,22,0.28639
1712926507.465824	0	348.131,98.8623,20,0.237345	348.09,102.67,20,0.635249	348.12,102.673,20,0.61228	344.793,113.906,20,0.485314	344.745,129.046,20,0.391545	344.851,102.707,20,0.589197	344.789,117.647,20,0.41874	344.739,128.97,20,0.325684	344.784,132.805,20,0.741885	344.792,132.813,20,0.739496	344.722,155.439,22,0.644121	344.648,166.988,22,0.502762	344.752,132.767,20,0.679225	344.68,155.487,22,0.607425	344.655,166.949,22,0.468405	348.139,94.9637,20,0.188685	348.155,98.7738,20,0.17666	348.115,94.9797,20,0.281028	344.869,102.348,20,0.20394	344.557,178.279,22,0.40043	344.688,178.225,22,0.348343	344.583,174.504,23,0.354262	344.59,170.801,22,0.480505	344.482,174.47,23,0.44179	344.584,174.394,23,0.379854
1712926507.513533	0	348.176,98.7379,19,0.260192	348.159,102.607,19,0.690601	348.187,102.629,19,0.671512	348.108,110.3,19,0.522725	344.768,129.04,20,0.433928	348.13,102.628,19,0.639175	344.803,113.991,20,0.460817	344.776,128.953,20,0.362733	344.788,132.781,20,0.79691	344.792,132.783,20,0.789242	344.704,151.807,21,0.716148	344.615,167.044,22,0.583826	344.756,132.738,20,0.733492	344.653,155.438,22,0.673531	344.606,166.981,22,0.546362	348.219,91.2268,19,0.207441	348.2,95.0466,19,0.194046	348.16,94.9325,19,0.306458	348.114,98.6717,19,0.243351	344.542,181.944,23,0.453495	344.672,181.911,23,0.400659	344.563,178.176,23,0.420636	344.553,174.434,22,0.527342	344.461,174.561,22,0.500115	344.52,174.479,22,0.447186
1712926507.560545	0	348.139,98.8037,19,0.244448	348.096,102.662,19,0.64719	348.09,102.648,19,0.622894	344.751,110.328,20,0.49821	344.749,129.054,20,0.399512	348.125,102.693,19,0.597107	348.165,114.021,20,0.42739	348.173,128.951,20,0.333886	344.804,132.786,20,0.756253	344.781,132.784,20,0.750155	344.706,151.82,21,0.656348	344.606,166.961,22,0.510015	344.798,132.745,20,0.687319	344.704,155.44,22,0.61758	344.652,166.925,22,0.481207	348.129,94.9123,19,0.194649	348.16,98.6952,19,0.185454	348.109,95.0085,19,0.271499	348.08,98.8489,19,0.20359	344.556,181.927,22,0.419855	344.688,178.248,22,0.361051	344.57,178.132,22,0.361465	344.546,170.845,22,0.494256	344.427,174.489,23,0.454034	344.529,174.382,23,0.382797
